Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2025-05-21,Seated Calf Raise Machine (Each Side),Legs,15.0,kgs,6,,,
2025-05-21,Lying Leg Curl Machine,Legs,15.0,kgs,12,,,
2025-05-21,Lying Leg Curl Machine,Legs,25.0,kgs,10,,,
2025-05-21,Lying Leg Curl Machine,Legs,20.0,kgs,12,,,
2025-05-21,Standing Calf Raise Machine,Legs,20.0,kgs,15,,,
2025-05-21,Standing Calf Raise Machine,Legs,30.0,kgs,13,,,
2025-05-21,Standing Calf Raise Machine,Legs,35.0,kgs,8,,,
2025-05-23,Lat Pulldown,Back,30.0,kgs,15,,,
2025-05-23,Lat Pulldown,Back,40.0,kgs,10,,,
2025-05-23,Lat Pulldown,Back,50.0,kgs,7,,,
2025-05-23,Lat Pulldown,Back,50.0,kgs,5,,,
2025-05-23,Lat Pulldown,Back,30.0,kgs,5,,,
2025-05-23,Lat Pulldown,Back,50.0,kgs,3,,,
2025-05-23,Lat Pulldown,Back,35.0,kgs,3,,,
2025-05-23,Single Arm Cable Row,Back,10.0,kgs,15,,,
2025-05-23,Single Arm Cable Row,Back,15.0,kgs,6,,,
2025-05-23,Seated Cable Row,Back,30.0,kgs,10,,,
2025-05-23,Seated Cable Row,Back,35.0,kgs,5,,,
2025-05-23,Machine Row (Each Side),Back,25.0,kgs,6,,,
2025-05-23,Seated Machine Fly,Chest,30.0,kgs,18,,,
2025-05-23,Seated Machine Fly,Chest,40.0,kgs,10,,,
2025-05-23,Seated Machine Fly,Chest,45.0,kgs,3,,,
2025-05-23,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,10.0,kgs,12,,,
2025-05-23,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,15.0,kgs,7,,,
2025-05-23,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,17.5,kgs,6,,,
2025-05-23,Seated Machine Fly,Chest,40.0,kgs,10,,,
2025-05-23,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,15.0,kgs,8,,,
2025-05-23,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,10.0,kgs,8,,,
2025-05-23,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,12.5,kgs,5,,,
2025-05-23,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,12.5,kgs,2,,,
2025-05-23,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,10.0,kgs,3,,,
2025-05-24,Dumbbell Curl (Each Side),Biceps,8.0,kgs,17,,,
2025-05-24,Dumbbell Curl (Each Side),Biceps,10.0,kgs,8,,,
2025-05-24,Dumbbell Curl (Each Side),Biceps,10.0,kgs,6,,,
2025-05-24,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,12,,,
2025-05-24,Dumbbell Curl (Each Side),Biceps,10.0,kgs,9,,,
2025-05-24,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,6,,,
2025-05-24,Overhead Press (Each Side, Dumbbells),Shoulders,12.0,kgs,6,,,
2025-05-24,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,4,,,
2025-05-24,Cable Lateral Raise (Each Side),Shoulders,1.25,kgs,12,,,
2025-05-24,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,10,,,
2025-05-24,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,10,,,
2025-05-24,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,8,,,
2025-05-24,Cable Overhead Triceps Extension,Triceps,10.0,kgs,12,,,
2025-05-24,Cable Overhead Triceps Extension,Triceps,15.0,kgs,6,,,
2025-05-24,Cable Overhead Triceps Extension,Triceps,15.0,kgs,7,,,
2025-05-24,Cable Overhead Triceps Extension,Triceps,15.0,kgs,5,,,
2025-05-24,Rope Push Down,Triceps,10.0,kgs,10,,,
2025-05-24,Rope Push Down,Triceps,10.0,kgs,5,,,
2025-05-24,Rope Push Down,Triceps,10.0,kgs,10,,,
2025-05-24,Rope Push Down,Triceps,10.0,kgs,5,,,
2025-05-24,Triceps Pushdown,Triceps,10.0,kgs,14,,,
2025-05-24,Triceps Pushdown,Triceps,10.0,kgs,11,,,
2025-05-24,Triceps Pushdown,Triceps,10.0,kgs,6,,,
2025-05-24,Dumbbell Preacher Curl (Each Side),Biceps,8.0,kgs,9,,,
2025-05-24,Dumbbell Preacher Curl (Each Side),Biceps,8.0,kgs,6,,,
2025-05-24,Dumbbell Preacher Curl (Each Side),Biceps,8.0,kgs,5,,,
2025-05-24,Dumbbell Preacher Curl (Each Side),Biceps,6.0,kgs,4,,,
2025-05-24,Dumbbell Preacher Curl (Each Side),Biceps,8.0,kgs,3,,,
2025-05-24,Dumbbell Preacher Curl (Each Side),Biceps,6.0,kgs,3,,,
2025-05-24,Dumbbell Hammer Curl (Each Side),Biceps,8.0,kgs,7,,,
2025-05-24,Dumbbell Hammer Curl (Each Side),Biceps,8.0,kgs,6,,,
2025-05-27,Single Arm Cable Row,Back,10.0,kgs,15,,,
2025-05-27,Single Arm Cable Row,Back,15.0,kgs,9,,,
2025-05-27,Single Arm Cable Row,Back,15.0,kgs,6,,,
2025-05-27,Single Arm Cable Row,Back,20.0,kgs,3,,,
2025-05-27,Single Arm Cable Row,Back,15.0,kgs,4,,,
2025-05-27,Lat Pulldown,Back,30.0,kgs,15,,,
2025-05-27,Lat Pulldown,Back,40.0,kgs,8,,,
2025-05-27,Lat Pulldown,Back,50.0,kgs,6,,,
2025-05-27,Lat Pulldown,Back,45.0,kgs,4,,,
2025-05-27,Machine Row (Each Side),Back,20.0,kgs,8,,,
2025-05-27,Machine Row (Each Side),Back,30.0,kgs,6,,,
2025-05-27,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,5.0,kgs,15,,,
2025-05-27,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,10.0,kgs,12,,,
2025-05-27,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,15.0,kgs,10,,,
2025-05-27,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,17.5,kgs,10,,,
2025-05-27,Seated Machine Fly,Chest,30.0,kgs,12,,,
2025-05-27,Seated Machine Fly,Chest,40.0,kgs,4,,,
2025-05-27,Seated Machine Fly,Chest,40.0,kgs,10,,,
2025-05-27,Seated Machine Fly,Chest,45.0,kgs,6,,,
2025-05-27,Seated Machine Fly,Chest,35.0,kgs,3,,,
2025-05-27,Seated Machine Fly,Chest,25.0,kgs,5,,,
2025-05-27,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,12,,,
2025-05-27,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,9,,,
2025-05-27,Overhead Press (Each Side, Dumbbells),Shoulders,12.0,kgs,6,,,
2025-05-27,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,4,,,
2025-05-27,Dumbbell Hammer Curl (Each Side),Biceps,8.0,kgs,15,,,
2025-05-27,Dumbbell Hammer Curl (Each Side),Biceps,10.0,kgs,6,,,
2025-05-27,Dumbbell Hammer Curl (Each Side),Biceps,12.0,kgs,3,,,
2025-05-27,Dumbbell Hammer Curl (Each Side),Biceps,10.0,kgs,3,,,
2025-05-27,Dumbbell Hammer Curl (Each Side),Biceps,8.0,kgs,3,,,
2025-05-27,Cable Overhead Triceps Extension,Triceps,10.0,kgs,12,,,
2025-05-27,Cable Overhead Triceps Extension,Triceps,15.0,kgs,8,,,
2025-05-27,Cable Overhead Triceps Extension,Triceps,15.0,kgs,9,,,
2025-05-27,Cable Overhead Triceps Extension,Triceps,10.0,kgs,6,,,
2025-05-29,Leg Extension Machine,Legs,30.0,kgs,12,,,
2025-05-29,Leg Extension Machine,Legs,60.0,kgs,8,,,
2025-05-29,Leg Extension Machine,Legs,70.0,kgs,4,,,
2025-05-29,Leg Extension Machine,Legs,50.0,kgs,3,,,
2025-05-29,Squat Machine (Each Side),Legs,35.0,kgs,12,,,
2025-05-29,Squat Machine (Each Side),Legs,50.0,kgs,8,,,
2025-05-29,Squat Machine (Each Side),Legs,55.0,kgs,5,,,
2025-05-29,Squat Machine (Each Side),Legs,55.0,kgs,7,,,
2025-05-29,Lying Leg Curl Machine,Legs,15.0,kgs,15,,,
2025-05-29,Lying Leg Curl Machine,Legs,20.0,kgs,10,,,
2025-05-29,Lying Leg Curl Machine,Legs,25.0,kgs,6,,,
2025-05-29,Lying Leg Curl Machine,Legs,15.0,kgs,3,,,
2025-05-29,Standing Calf Raise Machine,Legs,20.0,kgs,15,,,
2025-05-29,Standing Calf Raise Machine,Legs,30.0,kgs,11,,,
2025-05-29,Standing Calf Raise Machine,Legs,35.0,kgs,9,,,
2025-05-29,Standing Calf Raise Machine,Legs,25.0,kgs,5,,,
2025-05-29,Seated Calf Raise Machine (Each Side),Legs,5.0,kgs,15,,,
2025-05-29,Seated Calf Raise Machine (Each Side),Legs,10.0,kgs,8,,,
2025-05-29,Seated Calf Raise Machine (Each Side),Legs,10.0,kgs,8,,,
2025-05-29,Seated Calf Raise Machine (Each Side),Legs,5.0,kgs,5,,,
2025-05-30,Seated Machine Fly,Chest,20.0,kgs,15,,,
2025-05-30,Seated Machine Fly,Chest,35.0,kgs,10,,,
2025-05-30,Seated Machine Fly,Chest,40.0,kgs,6,,,
2025-05-30,Seated Machine Fly,Chest,40.0,kgs,5,,,
2025-05-30,Seated Machine Fly,Chest,30.0,kgs,4,,,
2025-05-30,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,2.5,kgs,15,,,
2025-05-30,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,7.5,kgs,12,,,
2025-05-30,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,12.5,kgs,11,,,
2025-05-30,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,15.0,kgs,5,,,
2025-05-30,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,12.5,kgs,5,,,
2025-05-30,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,12.5,kgs,8,,,
2025-05-30,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,8,,,
2025-05-30,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,8,,,
2025-05-30,Cable Lateral Raise (Each Side),Shoulders,1.25,kgs,4,,,
2025-05-30,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,7,,,
2025-05-30,Cable Lateral Raise (Each Side),Shoulders,1.25,kgs,3,,,
2025-05-30,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,4,,,
2025-05-30,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,6,,,
2025-05-30,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,9,,,
2025-05-30,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,6,,,
2025-05-30,Cable Overhead Triceps Extension,Triceps,10.0,kgs,12,,,
2025-05-30,Cable Overhead Triceps Extension,Triceps,15.0,kgs,5,,,
2025-05-30,Cable Overhead Triceps Extension,Triceps,15.0,kgs,4,,,
2025-05-30,Cable Overhead Triceps Extension,Triceps,15.0,kgs,6,,,
2025-05-30,Triceps Pushdown,Triceps,10.0,kgs,9,,,
2025-05-30,Triceps Pushdown,Triceps,15.0,kgs,6,,,
2025-05-30,Triceps Pushdown,Triceps,15.0,kgs,6,,,
2025-05-31,Lat Pulldown,Back,35.0,kgs,12,,,
2025-05-31,Lat Pulldown,Back,40.0,kgs,8,,,
2025-05-31,Lat Pulldown,Back,45.0,kgs,5,,,
2025-05-31,Lat Pulldown,Back,50.0,kgs,4,,,
2025-05-31,Lat Pulldown,Back,35.0,kgs,4,,,
2025-05-31,Single Arm Cable Row,Back,10.0,kgs,10,,,
2025-05-31,Single Arm Cable Row,Back,15.0,kgs,6,,,
2025-05-31,Single Arm Cable Row,Back,15.0,kgs,6,,,
2025-05-31,Dumbbell Curl (Each Side),Biceps,8.0,kgs,18,,,
2025-05-31,Dumbbell Curl (Each Side),Biceps,10.0,kgs,6,,,
2025-05-31,Dumbbell Curl (Each Side),Biceps,10.0,kgs,8,,,
2025-05-31,Dumbbell Curl (Each Side),Biceps,10.0,kgs,8,,,
2025-05-31,Seated Cable Row,Back,20.0,kgs,12,,,
2025-05-31,Seated Cable Row,Back,30.0,kgs,8,,,
2025-05-31,Seated Cable Row,Back,35.0,kgs,4,,,
2025-05-31,Dumbbell Hammer Curl (Each Side),Biceps,3.75,kgs,6,,,
2025-05-31,Dumbbell Hammer Curl (Each Side),Biceps,6.0,kgs,8,,,
2025-05-31,Dumbbell Hammer Curl (Each Side),Biceps,5.0,kgs,6,,,
2025-06-03,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,5.0,kgs,15,,,
2025-06-03,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,10.0,kgs,16,,,
2025-06-03,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,15.0,kgs,8,,,
2025-06-03,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,17.5,kgs,4,,,
2025-06-03,Incline Chest Press (Each Side),Chest,10.0,kgs,15,,,
2025-06-03,Incline Chest Press (Each Side),Chest,15.0,kgs,6,,,
2025-06-03,Incline Chest Press (Each Side),Chest,15.0,kgs,4,,,
2025-06-03,Seated Machine Fly,Chest,30.0,kgs,15,,,
2025-06-03,Seated Machine Fly,Chest,40.0,kgs,7,,,
2025-06-03,Seated Machine Fly,Chest,40.0,kgs,7,,,
2025-06-03,Dumbbell Curl (Each Side),Biceps,10.0,kgs,8,,,
2025-06-03,Dumbbell Curl (Each Side),Biceps,10.0,kgs,6,,,
2025-06-03,Dumbbell Curl (Each Side),Biceps,10.0,kgs,10,,,
2025-06-03,Dumbbell Hammer Curl (Each Side),Biceps,6.0,kgs,15,,,
2025-06-03,Dumbbell Hammer Curl (Each Side),Biceps,8.0,kgs,10,,,
2025-06-03,Dumbbell Hammer Curl (Each Side),Biceps,8.0,kgs,12,,,
2025-06-03,Dumbbell Hammer Curl (Each Side),Biceps,8.0,kgs,16,,,
2025-06-03,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,6,,,
2025-06-03,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,6,,,
2025-06-03,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,7,,,
2025-06-03,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,3,,,
2025-06-03,Cable Overhead Triceps Extension,Triceps,10.0,kgs,12,,,
2025-06-03,Cable Overhead Triceps Extension,Triceps,15.0,kgs,6,,,
2025-06-03,Cable Overhead Triceps Extension,Triceps,15.0,kgs,7,,,
2025-06-03,Rope Push Down,Triceps,10.0,kgs,12,,,
2025-06-03,Rope Push Down,Triceps,10.0,kgs,6,,,
2025-06-03,Single Arm Cable Row,Back,10.0,kgs,12,,,
2025-06-03,Single Arm Cable Row,Back,15.0,kgs,6,,,
2025-06-03,Seated Cable Row,Back,20.0,kgs,15,,,
2025-06-03,Seated Cable Row,Back,25.0,kgs,10,,,
2025-06-03,Seated Cable Row,Back,30.0,kgs,10,,,
2025-06-03,Seated Cable Row,Back,35.0,kgs,6,,,
2025-06-03,Lat Pulldown,Back,30.0,kgs,12,,,
2025-06-03,Lat Pulldown,Back,40.0,kgs,6,,,
2025-06-03,Lat Pulldown,Back,35.0,kgs,6,,,
2025-06-06,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,5.0,kgs,12,,,
2025-06-06,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,10.0,kgs,12,,,
2025-06-06,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,15.0,kgs,7,,,
2025-06-06,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,17.5,kgs,5,,,
2025-06-06,Decline Hammer Strength Chest Press(Each Side),Chest,20.0,kgs,10,,,
2025-06-06,Decline Hammer Strength Chest Press(Each Side),Chest,30.0,kgs,8,,,
2025-06-06,Decline Hammer Strength Chest Press(Each Side),Chest,40.0,kgs,5,,,
2025-06-06,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,7.5,kgs,12,,,
2025-06-06,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,10.0,kgs,8,,,
2025-06-06,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,12.5,kgs,4,,,
2025-06-06,Dumbbell Curl (Each Side),Biceps,8.0,kgs,11,,,
2025-06-06,Dumbbell Curl (Each Side),Biceps,8.0,kgs,10,,,
2025-06-06,Dumbbell Curl (Each Side),Biceps,10.0,kgs,10,,,
2025-06-11,Single Arm Cable Row,Back,10.0,kgs,15,,,
2025-06-11,Single Arm Cable Row,Back,15.0,kgs,8,,,
2025-06-11,Single Arm Cable Row,Back,20.0,kgs,4,,,
2025-06-11,Single Arm Cable Row,Back,10.0,kgs,8,,,
2025-06-11,Lat Pulldown,Back,30.0,kgs,10,,,
2025-06-11,Lat Pulldown,Back,50.0,kgs,2,,,
2025-06-11,Lat Pulldown,Back,40.0,kgs,8,,,
2025-06-11,Lat Pulldown,Back,40.0,kgs,6,,,
2025-06-11,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,5.0,kgs,15,,,
2025-06-11,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,15.0,kgs,6,,,
2025-06-11,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,17.5,kgs,6,,,
2025-06-11,Decline Hammer Strength Chest Press(Each Side),Chest,20.0,kgs,8,,,
2025-06-11,Decline Hammer Strength Chest Press(Each Side),Chest,30.0,kgs,6,,,
2025-06-11,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,6,,,
2025-06-11,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,9,,,
2025-06-11,Dumbbell Curl (Each Side),Biceps,8.0,kgs,12,,,
2025-06-11,Dumbbell Curl (Each Side),Biceps,10.0,kgs,10,,,
2025-06-11,Dumbbell Curl (Each Side),Biceps,10.0,kgs,6,,,
2025-06-11,Dumbbell Curl (Each Side),Biceps,8.0,kgs,2,,,
2025-06-14,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,7.5,kgs,12,,,
2025-06-14,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,10.0,kgs,14,,,
2025-06-14,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,12.5,kgs,6,,,
2025-06-14,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,15.0,kgs,5,,,
2025-06-14,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,10.0,kgs,12,,,
2025-06-14,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,15.0,kgs,5,,,
2025-06-14,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,17.5,kgs,1,,,
2025-06-14,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,10.0,kgs,10,,,
2025-06-14,Decline Hammer Strength Chest Press(Each Side),Chest,20.0,kgs,12,,,
2025-06-14,Decline Hammer Strength Chest Press(Each Side),Chest,40.0,kgs,5,,,
2025-06-14,Decline Hammer Strength Chest Press(Each Side),Chest,40.0,kgs,5,,,
2025-06-14,Cable Lateral Raise (Each Side),Shoulders,1.25,kgs,12,,,
2025-06-14,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,10,,,
2025-06-14,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,5,,,
2025-06-14,Cable Lateral Raise (Each Side),Shoulders,1.25,kgs,4,,,
2025-06-14,Rear Delt Machine Fly,Shoulders,1.25,kgs,10,,,
2025-06-14,Rear Delt Machine Fly,Shoulders,2.5,kgs,5,,,
2025-06-14,Rear Delt Machine Fly,Shoulders,2.5,kgs,5,,,
2025-06-14,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,5,,,
2025-06-14,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,5,,,
2025-06-14,Overhead Press (Each Side, Dumbbells),Shoulders,8.0,kgs,5,,,
2025-06-14,Triceps Pushdown,Triceps,10.0,kgs,12,,,
2025-06-14,Cable Overhead Triceps Extension,Triceps,10.0,kgs,9,,,
2025-06-14,Cable Overhead Triceps Extension,Triceps,15.0,kgs,5,,,
2025-06-14,Triceps Pushdown,Triceps,15.0,kgs,5,,,
2025-06-14,Triceps Pushdown,Triceps,15.0,kgs,5,,,
2025-06-14,Cable Overhead Triceps Extension,Triceps,10.0,kgs,7,,,
2025-06-15,Machine Row (Each Side),Back,10.0,kgs,15,,,
2025-06-15,Machine Row (Each Side),Back,20.0,kgs,12,,,
2025-06-15,Dumbbell Curl (Each Side),Biceps,8.0,kgs,12,,,
2025-06-15,Dumbbell Curl (Each Side),Biceps,10.0,kgs,11,,,
2025-06-15,Dumbbell Curl (Each Side),Biceps,10.0,kgs,6,,,
2025-06-15,Dumbbell Curl (Each Side),Biceps,10.0,kgs,5,,,
2025-06-15,Seated Cable Row,Back,15.0,kgs,15,,,
2025-06-15,Seated Cable Row,Back,30.0,kgs,9,,,
2025-06-15,Seated Cable Row,Back,35.0,kgs,4,,,
2025-06-15,Seated Cable Row,Back,30.0,kgs,3,,,
2025-06-15,Single Arm Cable Row,Back,10.0,kgs,15,,,
2025-06-15,Single Arm Cable Row,Back,15.0,kgs,4,,,
2025-06-15,Dumbbell Hammer Curl (Each Side),Biceps,3.25,kgs,6,,,
2025-06-15,Dumbbell Hammer Curl (Each Side),Biceps,5.0,kgs,9,,,
2025-06-15,Dumbbell Hammer Curl (Each Side),Biceps,6.0,kgs,5,,,
2025-06-15,Lat Pulldown,Back,30.0,kgs,10,,,
2025-06-15,Lat Pulldown,Back,40.0,kgs,6,,,
2025-06-15,Lat Pulldown,Back,35.0,kgs,6,,,
2025-06-15,Short Grip Pulldown,Back,30.0,kgs,10,,,
2025-06-15,Short Grip Pulldown,Back,35.0,kgs,4,,,
2025-06-15,Short Grip Pulldown,Back,35.0,kgs,5,,,
2025-06-17,Seated Machine Fly,Chest,20.0,kgs,15,,,
2025-06-17,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,7.5,kgs,15,,,
2025-06-17,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,10.0,kgs,12,,,
2025-06-17,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,17.5,kgs,6,,,
2025-06-17,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,17.5,kgs,5,,,
2025-06-17,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,10.0,kgs,12,,,
2025-06-17,Incline Barbell Bench Press Smith Machine (Each Side) (Smith Machine),Chest,15.0,kgs,2,,,
2025-06-17,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,8,,,
2025-06-17,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,5,,,
2025-06-17,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,6,,,
2025-06-17,Cable Overhead Triceps Extension,Triceps,10.0,kgs,12,,,
2025-06-17,Cable Overhead Triceps Extension,Triceps,15.0,kgs,7,,,
2025-06-17,Cable Overhead Triceps Extension,Triceps,15.0,kgs,7,,,
2025-06-17,Cable Overhead Triceps Extension,Triceps,15.0,kgs,6,,,
2025-06-17,Dumbbell Curl (Each Side),Biceps,8.0,kgs,8,,,
2025-06-17,Dumbbell Curl (Each Side),Biceps,10.0,kgs,12,,,
2025-06-17,Dumbbell Curl (Each Side),Biceps,10.0,kgs,6,,,
2025-06-17,Lat Pulldown,Back,30.0,kgs,6,,,
2025-06-17,Lat Pulldown,Back,40.0,kgs,10,,,
2025-06-17,Lat Pulldown,Back,45.0,kgs,5,,,
2025-06-17,Lat Pulldown,Back,50.0,kgs,4,,,
2025-06-17,Lat Pulldown,Back,30.0,kgs,4,,,
2025-06-17,Seated Cable Row,Back,20.0,kgs,15,,,
2025-06-17,Seated Cable Row,Back,30.0,kgs,6,,,
2025-06-17,Seated Cable Row,Back,35.0,kgs,5,,,
2025-06-17,Seated Cable Row,Back,25.0,kgs,8,,,
2025-06-17,Machine Row (Each Side),Back,20.0,kgs,8,,,
2025-06-17,Machine Row (Each Side),Back,20.0,kgs,6,,,
2025-06-17,Machine Row (Each Side),Back,30.0,kgs,5,,,
2025-06-19,Leg Extension Machine,Legs,25.0,kgs,8,,,
2025-06-19,Leg Extension Machine,Legs,25.0,kgs,12,,,
2025-06-19,Leg Extension Machine,Legs,30.0,kgs,14,,,
2025-06-19,Squat Machine (Each Side),Legs,20.0,kgs,12,,,
2025-06-19,Squat Machine (Each Side),Legs,30.0,kgs,8,,,
2025-06-19,Seated Calf Raise Machine (Each Side),Legs,2.5,kgs,12,,,
2025-06-19,Squat Machine (Each Side),Legs,35.0,kgs,6,,,
2025-06-20,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,5.0,kgs,12,,,
2025-06-20,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,10.0,kgs,5,,,
2025-06-20,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,12.5,kgs,4,,,
2025-06-20,Flat Barbell Bench Press (Each Side) (Smith Machine),Chest,7.5,kgs,6,,,
2025-06-20,Decline Hammer Strength Chest Press(Each Side),Chest,20.0,kgs,15,,,
2025-06-20,Decline Hammer Strength Chest Press(Each Side),Chest,30.0,kgs,8,,,
2025-06-20,Decline Hammer Strength Chest Press(Each Side),Chest,40.0,kgs,5,,,
2025-06-20,Decline Hammer Strength Chest Press(Each Side),Chest,20.0,kgs,6,,,
2025-06-20,Incline Chest Press (Each Side),Chest,5.0,kgs,12,,,
2025-06-20,Incline Chest Press (Each Side),Chest,15.0,kgs,7,,,
2025-06-20,Incline Chest Press (Each Side),Chest,20.0,kgs,5,,,
2025-06-20,Incline Chest Press (Each Side),Chest,10.0,kgs,5,,,
2025-06-20,Overhead Press (Each Side, Dumbbells),Shoulders,5.0,kgs,12,,,
2025-06-20,Overhead Press (Each Side, Dumbbells),Shoulders,10.0,kgs,8,,,
2025-06-20,Overhead Press (Each Side, Dumbbells),Shoulders,12.0,kgs,4,,,
2025-06-20,Overhead Press (Each Side, Dumbbells),Shoulders,12.0,kgs,5,,,
2025-06-20,Cable Lateral Raise (Each Side),Shoulders,1.25,kgs,12,,,
2025-06-20,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,8,,,
2025-06-20,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,8,,,
2025-06-20,Seated Incline Dumbbell Curl (Each Side),Biceps,8.0,kgs,8,,,
2025-06-20,Cable Lateral Raise (Each Side),Shoulders,2.5,kgs,7,,,
2025-06-20,Seated Incline Dumbbell Curl (Each Side),Biceps,8.0,kgs,8,,,
2025-06-20,Seated Incline Dumbbell Curl (Each Side),Biceps,10.0,kgs,2,,,
2025-06-20,Seated Incline Dumbbell Curl (Each Side),Biceps,8.0,kgs,2,,,
2025-06-21,Pull Up,Back,0.0,kgs,4,,,
2025-06-21,Pull Up,Back,0.0,kgs,4,,,
2025-06-21,Pull Up,Back,0.0,kgs,4,,,
2025-06-21,Seated Cable Row,Back,20.0,kgs,15,,,
2025-06-21,Seated Cable Row,Back,30.0,kgs,7,,,
2025-06-21,Seated Cable Row,Back,35.0,kgs,5,,,
2025-06-21,Seated Cable Row,Back,25.0,kgs,3,,,
2025-06-21,Seated Cable Row,Back,35.0,kgs,4,,,
2025-06-21,Lat Pulldown,Back,35.0,kgs,12,,,
2025-06-21,Lat Pulldown,Back,40.0,kgs,7,,,
2025-06-21,Lat Pulldown,Back,50.0,kgs,4,,,
2025-06-21,Lat Pulldown,Back,50.0,kgs,6,,,
2025-06-21,Triceps Pushdown,Triceps,10.0,kgs,15,,,
